CSE101,Assignment1,85,100,0.2,90,100,0.2,80,100,0.2,75,100,0.2,88,100,0.2
CSE101,Assignment2,78,100,0.2,85,100,0.2,70,100,0.2,65,100,0.2,82,100,0.2
CSE101,Assignment3,92,100,0.2,88,100,0.2,85,100,0.2,80,100,0.2,90,100,0.2
CSE101,Assignment4,70,100,0.2,75,100,0.2,65,100,0.2,60,100,0.2,72,100,0.2
CSE101,Assignment5,88,100,0.2,82,100,0.2,80,100,0.2,78,100,0.2,85,100,0.2
CSE101,Common1,85,100,0.2,90,100,0.2,80,100,0.2,75,100,0.2,88,100,0.2
CSE101,Common2,78,100,0.2,85,100,0.2,70,100,0.2,65,100,0.2,82,100,0.2
CSE101,Common3,92,100,0.2,88,100,0.2,85,100,0.2,80,100,0.2,90,100,0.2
MATH201,Assignment1,90,100,0.2,85,100,0.2,80,100,0.2,75,100,0.2,88,100,0.2
MATH201,Assignment2,80,100,0.2,75,100,0.2,70,100,0.2,65,100,0.2,78,100,0.2
MATH201,Assignment3,85,100,0.2,80,100,0.2,75,100,0.2,70,100,0.2,83,100,0.2
MATH201,Assignment4,75,100,0.2,70,100,0.2,65,100,0.2,60,100,0.2,73,100,0.2
MATH201,Assignment5,88,100,0.2,82,100,0.2,80,100,0.2,78,100,0.2,85,100,0.2
MATH201,Common1,85,100,0.2,90,100,0.2,80,100,0.2,75,100,0.2,88,100,0.2
MATH201,Common2,78,100,0.2,85,100,0.2,70,100,0.2,65,100,0.2,82,100,0.2
MATH201,Common3,92,100,0.2,88,100,0.2,85,100,0.2,80,100,0.2,90,100,0.2
PHY301,Assignment1,87,100,0.2,82,100,0.2,78,100,0.2,74,100,0.2,86,100,0.2
PHY301,Assignment2,83,100,0.2,79,100,0.2,75,100,0.2,71,100,0.2,84,100,0.2
PHY301,Assignment3,88,100,0.2,84,100,0.2,80,100,0.2,76,100,0.2,87,100,0.2
PHY301,Assignment4,82,100,0.2,78,100,0.2,74,100,0.2,70,100,0.2,83,100,0.2
PHY301,Assignment5,85,100,0.2,81,100,0.2,77,100,0.2,73,100,0.2,86,100,0.2
PHY301,Common1,85,100,0.2,90,100,0.2,80,100,0.2,75,100,0.2,88,100,0.2
PHY301,Common2,78,100,0.2,85,100,0.2,70,100,0.2,65,100,0.2,82,100,0.2
PHY301,Common3,92,100,0.2,88,100,0.2,85,100,0.2,80,100,0.2,90,100,0.2
CHEM401,Assignment1,89,100,0.2,84,100,0.2,79,100,0.2,74,100,0.2,87,100,0.2
CHEM401,Assignment2,84,100,0.2,79,100,0.2,74,100,0.2,69,100,0.2,83,100,0.2
CHEM401,Assignment3,88,100,0.2,83,100,0.2,78,100,0.2,73,100,0.2,87,100,0.2
CHEM401,Assignment4,82,100,0.2,77,100,0.2,72,100,0.2,67,100,0.2,82,100,0.2
CHEM401,Assignment5,86,100,0.2,81,100,0.2,76,100,0.2,71,100,0.2,85,100,0.2
CHEM401,Common1,85,100,0.2,90,100,0.2,80,100,0.2,75,100,0.2,88,100,0.2
CHEM401,Common2,78,100,0.2,85,100,0.2,70,100,0.2,65,100,0.2,82,100,0.2
CHEM401,Common3,92,100,0.2,88,100,0.2,85,100,0.2,80,100,0.2,90,100,0.2
Apple,Assignment1,87,100,0.2,82,100,0.2,78,100,0.2,74,100,0.2,86,100,0.2
Apple,Assignment2,83,100,0.2,79,100,0.2,75,100,0.2,71,100,0.2,84,100,0.2
Apple,Assignment3,88,100,0.2,84,100,0.2,80,100,0.2,76,100,0.2,87,100,0.2
Apple,Assignment4,82,100,0.2,78,100,0.2,74,100,0.2,70,100,0.2,83,100,0.2
Apple,Assignment5,85,100,0.2,81,100,0.2,77,100,0.2,73,100,0.2,86,100,0.2
Apple,Common1,85,100,0.2,90,100,0.2,80,100,0.2,75,100,0.2,88,100,0.2
Apple,Common2,78,100,0.2,85,100,0.2,70,100,0.2,65,100,0.2,82,100,0.2
Apple,Common3,92,100,0.2,88,100,0.2,85,100,0.2,80,100,0.2,90,100,0.2
BananaClass,Assignment1,89,100,0.2,84,100,0.2,79,100,0.2,74,100,0.2,87,100,0.2
BananaClass,Assignment2,84,100,0.2,79,100,0.2,74,100,0.2,69,100,0.2,83,100,0.2
BananaClass,Assignment3,88,100,0.2,83,100,0.2,78,100,0.2,73,100,0.2,87,100,0.2
BananaClass,Assignment4,82,100,0.2,77,100,0.2,72,100,0.2,67,100,0.2,82,100,0.2
BananaClass,Assignment5,86,100,0.2,81,100,0.2,76,100,0.2,71,100,0.2,85,100,0.2
BananaClass,Common1,85,100,0.2,90,100,0.2,80,100,0.2,75,100,0.2,88,100,0.2
BananaClass,Common2,78,100,0.2,85,100,0.2,70,100,0.2,65,100,0.2,82,100,0.2
BananaClass,Common3,2,100,0.2,4,100,0.2,1,100,0.2,4,100,0.2,6,100,0.2
sleeping101,Assignment1,12,100,0.2,69,100,0.2,4,100,0.2,20,100,0.2,2,100,0.2
sleeping101,Assignment2,84,1000000,0.2,0,100,0.2,0,100,0.2,69,100,0.2,0,100,0.2
sleeping101,Assignment3,2,100,0.2,3,100,0.2,3,100,0.2,4,100,0.2,7,100,0.2
sleeping101,Assignment4,2,100,0.2,7,100,0.2,2,100,0.2,7,100,0.2,2,100,0.2
sleeping101,Assignment5,8,100,0.2,8,100,0.2,6,100,0.2,7,100,0.2,5,100,0.2
sleeping101,Common1,5,100,0.2,0,1000,0.2,8,100,0.2,5,100,0.2,8,100,0.2
sleeping101,Common2,8,100,0.2,8,100,0.2,0,100,0.2,5,100,0.2,8,100,0.2
sleeping101,Common3,2,100,0.2,8,100,0.2,8,100,0.2,8,100,0.2,0,100,0.2
